sample_id	subpopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
S_00222	indica	0.268727	0.021246	0.009399	-0.030176	0.010072	0.005706	-0.006761	-0.027535	-0.001134	-0.017417
S_00223	indica	0.202749	-0.017242	-0.006763	0.01764	-0.001321	0.010582	0.008368	0.020163	-0.019281	-0.006906
S_00224	indica	0.252705	-0.01189	0.022516	0.014905	-0.008894	0.01761	-0.00515	0.019132	0.037075	0.021832
S_00225	indica	0.333844	-0.113061	-0.010967	-0.005327	-0.008006	0.007449	-0.007362	0.022122	0.019695	0.008269
S_00226	indica	0.137942	0.011478	0.013486	0.007078	0.0006	0.028007	-0.010968	-0.007334	0.013341	0.010616
S_00227	indica	0.248587	-0.037851	-0.026294	-0.024752	-0.008653	0.015849	0.015845	-0.036318	0.010678	-0.001745
S_00228	indica	0.136168	0.108986	0.005279	0.016548	0.051351	-0.011622	-0.007936	0.02978	-0.026153	0.001479
S_00229	indica	0.200742	0.036564	0.008108	-0.018264	0.019445	0.016903	-0.02102	-0.013756	-0.010516	-0.022987
S_00230	indica	0.26117	-0.040215	-0.005557	-0.020755	-0.007891	0.029699	0.014966	-0.032348	-0.019794	0.012712
S_00231	indica	0.168445	-0.053826	-0.01721	-0.026621	0.001906	-0.007605	0.022808	-0.001334	-0.019303	0.013876
S_00232	indica	0.277871	-0.064654	-0.034052	-0.009579	-0.026998	0.032832	-0.027755	-0.006554	0.02947	0.017424
S_00233	indica	0.167523	-0.067462	-0.00363	-0.004803	0.029928	-0.003093	-0.026999	0.019715	0.020731	-0.004536
S_00234	indica	0.243813	-0.017959	-0.024136	-0.001621	-0.022894	-0.012683	-0.018778	0.006657	0.00373	-0.026394
S_00235	indica	0.143422	-0.02116	0.009287	0.001445	-0.044136	0.025738	0.035446	0.031676	0.010882	0.01344
S_00236	indica	0.159185	-0.009811	-0.022613	0.002435	-0.028594	0.011704	-0.007091	0.015341	0.003651	-0.009191
S_00237	indica	0.248037	-0.090622	-0.005297	-0.010751	0.014879	-0.00151	0.0054	0.010509	-0.046922	-0.018526
S_00238	indica	0.204879	0.039074	0.011452	0.026215	-0.004432	0.002014	-0.009996	-0.008713	-0.016609	-0.010866
S_00239	indica	0.186699	-0.059659	0.000531	-0.036373	0.008559	0.003549	0.008925	-0.00927	-0.010164	0.019647
S_00240	indica	0.188833	0.096869	-0.028122	-0.004947	-0.022547	-0.015735	-0.0158	-0.009615	0.015657	-0.022878
S_00241	indica	0.234194	-0.106493	-0.008111	0.026396	0.009241	0.005446	0.012602	0.01152	0.01256	0.028073
S_00242	indica	0.136385	-0.025197	0.012745	0.014993	0.011161	0.026131	-0.01002	-0.026994	0.025448	-1.6e-05
S_00243	indica	0.165445	-0.018878	-0.008646	0.020124	0.017803	0.006235	0.010817	0.000652	0.02053	-0.047266
S_00244	indica	0.128687	-0.023369	-0.00827	-0.01901	0.012399	-0.019568	0.004347	0.002486	0.001154	-0.016584
S_00245	indica	0.186539	0.051798	0.01087	0.019257	-0.001602	-0.034046	-0.009329	-0.003014	0.02603	0.022719
S_00246	indica	0.223207	-0.071821	0.002569	-0.005235	-0.00487	-0.02467	0.009278	-0.000597	0.016088	-0.029233
S_00247	indica	0.131132	0.195345	-0.017601	0.005752	0.008755	-0.019644	0.034552	-0.001312	0.00299	0.036368
S_00248	indica	0.151066	-0.049933	-0.00691	-0.027453	0.005517	0.009461	0.003666	0.013117	0.017313	0.006774
S_00249	indica	0.183674	0.051411	-0.013933	0.027927	-0.003859	0.015296	0.036531	-0.045296	-0.003845	-0.008079
S_00250	indica	0.299305	-0.045138	0.05458	-0.030558	0.00699	-0.007726	0.010102	-0.011303	-0.009021	-0.036457
S_00251	indica	0.204418	-0.109877	-0.026193	0.001737	-0.002427	0.020542	-0.027063	0.00842	0.00645	-0.006047
S_00252	indica	0.150318	-0.025693	0.01768	-0.007475	0.016946	-0.005476	0.034496	0.000536	-0.003511	-0.032217
S_00253	indica	0.113322	0.001623	-0.004549	0.005626	-0.013693	-0.003009	-0.012474	0.005904	-0.004363	0.037293
S_00254	indica	0.157174	0.045383	-0.02109	-0.009307	-0.016831	0.025193	0.00874	0.002743	0.004689	-0.021687
S_00255	indica	0.28124	0.061445	-0.000686	0.000265	0.012983	-0.003505	-0.004004	-0.009856	-0.006918	-0.009521
S_00256	indica	0.241305	-0.040479	-0.008567	-0.012536	-0.02999	0.031204	0.010172	0.01733	-0.010598	0.029144
S_00257	indica	0.206615	0.06519	-0.000267	-0.000893	-0.010559	0.00155	0.0045	0.029854	0.030794	0.001799
S_00258	indica	0.27033	-0.182247	-0.009406	0.004994	0.017742	0.008462	-0.001121	-0.00923	-0.015995	0.038039
S_00259	indica	0.264585	0.056595	0.000212	-0.010689	0.011094	-0.000492	-0.002562	-0.000497	-0.012659	-0.017428
S_00260	indica	0.183617	-0.103202	0.011965	0.016771	-0.015391	-0.036549	0.007872	0.004769	0.00041	-0.026689
S_00261	indica	0.084214	0.080553	-0.004328	0.010088	-0.001415	0.008271	-0.025565	-0.008914	-0.027107	-0.021743
S_00262	indica	0.155931	-0.128189	-0.009224	-0.014218	-0.023724	-0.002657	-0.000227	-0.016739	0.040239	0.014364
S_00263	indica	0.264552	-0.040484	0.017872	0.015312	-0.02037	-0.013644	0.058304	-0.008224	0.009737	-0.004292
S_00264	indica	0.24733	-0.080012	-0.020106	0.022687	0.003971	-0.049552	0.000468	-0.003639	0.014213	0.006421
S_00265	indica	0.218304	-0.01581	0.005809	-0.023052	-0.016298	-0.017046	-0.026823	0.015765	0.021552	0.01228
S_00266	indica	0.162327	-0.05287	-0.008797	0.022258	0.010533	0.034778	-0.019392	-0.004513	-0.025214	-0.028345
S_00267	indica	0.188788	-0.040919	-0.010256	-0.030694	0.003935	-0.005677	0.018297	0.01101	-0.026235	0.007914
S_00268	indica	0.162467	0.069929	-0.000592	-0.01007	-0.008131	-0.030018	0.025489	0.042387	-0.034596	-0.005036
S_00269	indica	0.191449	-0.05626	0.024351	0.024949	-0.004907	0.041426	0.000655	-0.004838	0.005596	-0.014921
S_00270	indica	0.284219	0.015587	-0.007099	-0.00371	-0.018155	0.00525	-0.025873	6.3e-05	-0.010344	0.011341
S_00271	indica	0.259859	0.025692	-0.002451	-0.014192	-0.005993	-0.000333	0.009758	-0.011363	-0.019346	0.003469
S_00272	indica	0.278622	0.090091	0.015864	-0.019805	0.028172	-0.016913	-0.015411	0.008552	-0.027607	0.016034
S_00273	indica	0.194818	0.002681	-0.016469	0.016929	0.010262	-0.007267	0.018906	-0.053206	0.007246	-0.002151
S_00274	indica	0.15083	-0.010486	0.009996	-0.014739	-0.002391	-0.000828	0.007858	0.024535	-0.009279	0.026338
S_00275	indica	0.120616	-0.003154	-0.034392	0.001436	0.014445	0.040459	0.000987	-0.014966	0.02053	0.000823
S_00276	indica	0.203835	0.03341	0.021855	-0.034643	0.001031	-0.000328	-0.021391	-0.032478	-0.001337	-0.009275
S_00277	indica	0.155001	-0.029151	-0.00702	0.000352	0.031536	-0.000603	0.037607	0.024882	0.019352	-0.01457
S_00278	indica	0.18059	-0.07557	0.008317	-0.001341	0.008834	0.00605	0.003357	-0.007138	-0.01946	-0.008834
S_00279	indica	0.240519	-0.030724	-0.0012	0.017356	0.009752	-0.029496	-0.001608	-0.017426	-0.001084	0.007805
S_00280	indica	0.228225	0.077718	-0.010016	-0.005899	0.011481	0.01924	-0.020628	0.013734	0.01331	-0.003007
S_00281	indica	0.181321	0.02247	0.008543	0.008014	-0.014636	-0.034446	-0.00188	-0.005422	0.009163	-0.01529
S_00282	indica	0.235659	0.003303	-0.014803	0.018901	-0.006858	-0.013929	0.005017	-0.000294	-0.018101	0.012403
S_00283	indica	0.197457	-0.065987	-0.035079	0.008528	0.00198	0.002388	0.027536	-0.049812	0.025384	0.027276
S_00284	indica	0.139849	0.039204	-0.016239	-0.02085	-0.002028	0.036553	0.007233	0.000997	0.017714	-0.01245
S_00285	indica	0.286853	0.07219	0.008584	-0.015765	0.02144	0.005894	0.012873	0.022731	0.008729	-0.018051
S_00286	indica	0.286426	-0.00443	0.006483	0.012302	0.006235	0.014959	0.003949	-0.003552	-0.011004	-0.010227
S_00287	indica	0.180902	0.037707	-0.006738	-0.002222	-0.002021	0.010677	0.01298	0.039489	-0.027861	-0.004559
S_00288	indica	0.231999	-0.120984	0.034827	-0.002322	-0.01588	0.019415	-0.04396	0.004245	-0.01983	-0.000298
S_00289	indica	0.220194	0.026024	0.008227	0.041728	0.00124	-0.006839	0.024522	-0.001306	0.008364	-0.078745
S_00290	indica	0.224892	-0.025436	-0.008698	-0.013127	0.018063	-0.040833	0.062983	0.023082	0.007396	0.038007
S_00291	indica	0.214296	-0.074101	0.020542	-0.032721	0.012001	0.023962	0.010699	-0.029024	0.004102	-0.002462
S_00292	indica	0.153962	-0.158177	-0.02371	-0.010015	0.022511	0.055063	0.017136	-0.015765	-0.008421	0.021644
S_00293	indica	0.234418	0.002194	0.004762	0.023986	0.044719	0.000192	0.003176	0.010088	-0.009243	-0.043853
S_00294	indica	0.227295	-0.064526	0.026332	0.003649	0.029948	-0.017151	0.022624	-0.032633	0.018753	-0.004745
S_00295	indica	0.253621	-0.042248	0.013649	0.010053	0.007663	0.008854	0.033609	-0.011226	0.028068	-0.007082
S_00296	indica	0.269612	0.117823	-0.015966	-0.043121	0.003275	-0.013834	-0.01053	-0.006585	-0.010676	0.02862
S_00297	indica	0.264773	0.047773	0.046243	-0.015415	-0.049936	0.040471	0.005009	-0.001114	-0.036058	-0.027034
S_00298	indica	0.239053	-0.029493	-0.043057	-0.01881	0.020983	0.025573	0.004283	0.05668	0.020534	0.036205
S_00299	indica	0.277109	0.02832	-0.026784	-0.032007	-0.014827	0.005167	2.2e-05	0.007494	-0.0004	0.009555
S_00300	indica	0.256595	-0.020528	-0.00576	-0.052426	0.017444	-0.015467	-0.018183	0.017354	0.018369	0.013599
S_00301	indica	0.254545	-0.085914	-0.004584	-0.011	0.034597	0.017276	-0.004879	0.016829	0.007494	-0.002349
S_00302	indica	0.225702	0.029468	-0.002843	-0.02501	0.007092	-0.005281	-0.022907	-0.015364	-0.004989	0.000543
S_00303	indica	0.231327	-0.033607	0.008998	-0.007467	0.010913	0.008061	0.011383	0.028743	-0.005657	-0.031865
S_00304	indica	0.19338	0.027026	0.000499	0.006362	-0.034453	-0.016683	0.010774	0.015556	-0.015009	0.00734
S_00305	indica	0.155814	-0.089378	0.00142	0.004341	0.007928	0.014601	0.033542	0.018975	-0.007217	0.018794
S_00306	indica	0.110927	-0.015026	0.02107	0.013583	0.016565	0.038201	-0.014815	0.015896	-0.001867	0.022293
S_00307	indica	0.204979	0.025403	0.030935	0.012618	-0.004196	-0.007354	-0.013881	0.020762	0.026246	-0.004886
S_00308	indica	0.090644	-0.058589	0.00868	-0.018936	-0.03917	-0.008889	-0.040804	0.006509	-0.008021	0.001205
S_00309	indica	0.274935	-0.074871	-0.042958	-0.000567	0.009379	-0.028591	-0.007369	-0.006944	0.000556	-0.01231
S_00310	indica	0.356032	-0.036572	0.00373	-0.009695	-0.052862	0.027618	-0.063136	0.027136	-0.026429	-0.027178
S_00311	indica	0.191539	0.10929	0.006392	-0.003825	-0.015355	0.013014	-0.007402	0.014276	-0.03927	0.010569
S_00312	indica	0.216868	-0.101707	-0.020653	-0.002948	-0.00973	0.005801	-0.028694	-0.017691	0.04228	-0.016848
S_00313	indica	0.172718	-0.031507	-0.00557	0.024138	-0.011443	0.017099	-0.017109	0.015462	-0.004282	-0.003495
S_00314	indica	0.192742	0.011648	-0.023869	-0.019409	0.040745	0.01013	-0.007218	0.012842	-0.001203	-0.045028
S_00315	indica	0.207572	-0.028231	0.006983	-0.015495	-0.004409	0.022843	-0.003017	-0.008579	0.007301	-0.007883
S_00316	indica	0.26136	-0.031354	0.007267	-0.014083	-0.024956	0.014386	0.00524	0.012749	0.014734	-0.029385
S_00317	indica	0.205107	-0.140012	0.010387	-0.021713	0.009346	0.014519	-0.010789	-0.000461	0.024446	-0.033078
S_00318	indica	0.236189	-0.013976	0.018963	-0.033038	7.1e-05	0.022084	0.027183	-0.015385	-0.005591	0.036828
S_00319	indica	0.113758	-0.023714	0.003548	0.003499	-0.018685	0.019289	0.017771	0.036323	-0.015859	-0.009634
S_00320	indica	0.263065	0.086709	-0.000199	-0.030561	-0.004322	0.019294	0.013562	0.022259	0.038499	-0.008626
S_00321	indica	0.144337	-0.092361	-0.002456	0.020382	0.034544	0.004375	0.000295	-0.002658	0.024528	-0.01524
S_00322	indica	0.191774	-0.025592	-0.000543	0.036164	-0.017839	0.049105	-0.013106	-0.01641	-0.013217	0.012975
S_00323	indica	0.197165	0.045526	-0.016473	-0.033464	-0.007419	0.005595	-0.029395	-0.00213	0.010712	-0.016133
S_00324	indica	0.14911	-0.08598	-0.002869	0.009127	0.054951	0.023304	-0.025234	-0.030736	-0.002206	0.03144
S_00325	indica	0.23699	-0.052288	0.020033	0.027547	0.029235	-0.021328	0.008748	-0.025624	-0.016109	-0.025572
S_00326	indica	0.182457	-0.106203	0.015498	-0.000246	-0.017289	0.009709	0.030615	0.006908	-0.011673	-0.005677
S_00327	indica	0.191822	-0.062624	-0.034235	-0.00757	0.024854	-0.016545	-0.038607	-0.001776	0.022056	-0.034449
S_00328	indica	0.209276	0.003412	0.010737	0.011142	0.012163	-0.031679	0.012321	0.02755	-0.004433	0.007428
S_00329	indica	0.137811	0.05631	-0.012368	0.03299	-0.007599	0.013555	-0.010668	0.037555	-0.039443	0.007386
S_00330	indica	0.074619	-0.092483	0.03784	0.01816	-0.040211	-0.000121	-0.012393	0.011396	0.037008	0.013078
S_00331	indica	0.223789	0.009144	-0.02185	0.014023	0.018422	-0.012247	-0.01285	0.029	0.004182	-0.022746
S_00332	indica	0.172838	-0.048146	-0.00129	-0.001454	-0.004986	0.033479	0.016646	0.02966	-0.033893	0.002223
S_00333	indica	0.267703	0.022041	-0.013587	-0.015119	0.0192	-0.00425	0.012966	0.003132	-0.002353	0.00241
S_00334	indica	0.148777	0.079937	0.010964	0.027987	-0.010584	-0.010811	-0.006385	-0.017232	0.013563	0.01425
S_00335	indica	0.167554	-0.039967	0.007532	-0.015052	-0.008187	0.03121	-0.014932	-0.010336	0.050095	-0.042527
S_00336	indica	0.127727	0.08564	-0.008191	0.009997	0.042393	-0.014341	-0.01183	0.008216	-0.001516	-0.010499
S_00337	indica	0.190089	-0.099802	0.009314	0.01669	-0.003229	-0.004476	0.010976	-0.010765	-0.006163	-0.001367
S_00338	indica	0.285339	-0.02392	-0.002275	-0.003283	-0.007676	-0.019298	-0.018382	0.017207	-0.011382	0.001847
S_00339	indica	0.169741	-0.09979	-0.009295	0.027939	-0.008292	-0.013527	-0.008558	-0.006693	0.00457	-0.008233
S_00340	indica	0.192209	-0.050128	0.00715	0.006225	0.004234	0.012663	-0.001985	0.024259	0.009324	0.029757
S_00341	indica	0.19327	-0.004854	-0.013644	0.000313	0.016361	-0.00731	0.029844	0.000513	0.031664	-0.020976
S_00342	indica	0.181573	-0.050451	0.020213	0.012842	-0.001528	-0.009116	-0.000537	0.014492	0.016715	-0.001192
S_00343	indica	0.171473	-0.014944	0.002585	0.005051	-0.00907	0.034809	-0.012576	0.030249	0.027873	0.018942
S_00344	indica	0.309194	0.01198	-0.006334	-0.010461	-0.013422	0.016747	-0.029612	-0.028447	0.03065	0.020258
S_00345	indica	0.222584	0.033785	0.015486	-0.003737	-0.029373	0.025662	0.008924	-0.027524	0.002846	-0.009374
S_00346	indica	0.191155	-0.04046	0.011024	-0.004168	-0.023099	0.01346	0.009716	-0.028516	0.008183	0.017753
S_00347	indica	0.188952	-0.009864	-0.015287	-0.035001	0.010437	-0.001758	0.008592	-0.004696	-0.005207	0.003246
S_00348	indica	0.194243	0.030399	-0.008478	-0.028888	0.002882	-0.026064	-0.050679	-0.021936	-0.008772	-0.015919
S_00349	indica	0.106824	-0.034329	0.024329	0.016588	0.000165	0.018422	-0.008808	-0.01764	0.013569	-0.021672
S_00350	indica	0.217818	-0.022523	-0.007255	-0.009161	0.022744	-0.031787	0.00538	-0.005771	-0.014828	0.000779
S_00351	indica	0.216738	-0.024557	0.004901	0.028297	-0.012018	0.008359	-0.034772	0.009139	-0.037339	0.012627
S_00352	indica	0.169806	-0.011262	-0.02911	0.00048	0.01648	0.012397	-0.000345	-0.000129	0.022909	0.01472
S_00353	indica	0.160931	-0.055403	-0.013597	-0.000713	-0.023213	-0.043167	-0.004366	0.005058	0.003729	0.0217
S_00354	indica	0.121311	-0.051447	-0.028849	0.004917	-0.002092	-0.009616	0.000829	-0.014138	-0.020441	0.03161
S_00355	indica	0.24608	-0.031927	-0.030829	-0.004286	0.011485	0.003398	0.020183	0.024538	-0.001691	-0.009362
S_00356	indica	0.168666	-0.045533	0.018091	-0.008483	-0.033616	0.009299	-0.001979	-0.009344	-0.03927	0.023401
S_00357	indica	0.239317	-0.088455	0.003035	-0.021675	-0.027212	-0.041974	0.015587	0.017598	-0.006197	-0.001197
S_00358	indica	0.302126	-0.06582	-0.023695	0.002551	0.01099	-0.005938	-0.028522	-0.015344	0.0137	0.014295
S_00359	indica	0.098872	-0.093541	-0.019703	-0.000509	0.044136	-0.005716	0.001242	-0.015943	0.051706	-0.012038
S_00360	indica	0.167636	-0.011731	-0.026487	0.016175	-0.000167	-0.016854	-0.011916	-0.037881	-0.011111	-0.045492
S_00361	indica	0.171272	-0.050404	-0.01178	-0.011657	-0.01684	0.024681	0.028785	-0.003391	0.022873	-0.00613
S_00362	indica	0.180056	-0.070174	0.013949	0.012361	-0.025809	0.0032	-0.01034	-0.018038	-0.000514	-0.038377
S_00363	indica	0.172253	0.091111	0.008713	-0.022712	0.011067	0.001772	-0.006416	-0.011715	1.4e-05	-0.011848
S_00364	indica	0.187724	0.022877	0.016314	-0.025929	-0.009368	0.032138	0.035931	0.007395	0.032191	0.024164
S_00365	indica	0.190169	-0.139447	-0.001223	-0.025644	0.002727	0.034924	0.004974	-0.015703	-0.023387	-0.039259
S_00366	indica	0.084909	0.075521	0.017119	-0.002621	-0.003059	-0.001039	-0.000235	0.027842	0.007802	-0.039649
S_00367	indica	0.260933	-0.135502	-0.008124	-0.027721	0.000807	-0.025143	-0.027556	-0.020931	0.016276	-0.003715
S_00368	indica	0.237587	0.059711	0.004767	0.011402	-0.01939	-0.001691	-0.022977	0.011076	0.018124	0.019317
S_00369	indica	0.196325	0.03213	-0.002907	-0.01123	0.010041	0.014519	0.044073	0.014583	-0.022019	-0.019562
S_00370	indica	0.120765	-0.016409	-0.021994	0.027247	-0.00583	0.012835	0.003034	0.006876	-0.02073	-0.00067
S_00371	indica	0.172643	-0.02701	0.002494	0.013629	-0.009311	0.016472	0.006585	0.032775	-0.066252	-0.012854
S_00372	indica	0.272676	-0.170594	0.029693	0.001644	-0.040845	0.014512	-0.021051	-0.018256	0.029293	-0.007738
S_00373	indica	0.141078	0.098139	0.018581	-0.006691	-0.01579	-0.004079	0.031546	-0.01965	-0.025478	0.025491
S_00374	indica	0.181261	-0.01504	0.010498	-0.007801	-0.048482	-0.004243	0.024821	0.043449	-0.002357	-0.000573
S_00375	indica	0.279018	0.014345	0.005908	-0.039583	-0.008327	0.004295	-0.030281	-0.007321	0.03417	-0.005143
S_00376	indica	0.112895	-0.132968	-0.000226	-0.011554	-0.01737	0.00455	0.005696	0.003492	0.00701	-0.02458
S_00377	indica	0.159997	-0.040352	-0.001076	0.019791	-0.014564	-0.015551	0.029748	0.003169	-0.027961	-0.006219
S_00378	indica	0.124653	-0.08846	-0.026685	-0.01592	0.041194	0.02021	0.027633	0.021752	-0.002698	0.008069
S_00379	indica	0.204101	-0.084372	-0.023249	0.018007	-0.024368	0.004019	0.013042	0.015055	0.007385	-0.024015
S_00380	indica	0.230064	-0.029204	-0.019551	-0.039775	0.009024	-0.031049	-0.034147	0.034958	-0.024027	-0.0084
S_00381	indica	0.20226	-0.016834	-0.020386	-0.014167	0.016113	-0.005576	-0.000463	-0.043252	-0.011474	0.017148
S_00382	indica	0.154734	-0.077457	0.007498	0.011973	0.006675	-0.011327	0.014993	0.032579	0.023399	-0.031267
S_00383	indica	0.371817	-0.099652	-0.024518	0.006088	-0.001887	0.007227	0.026233	0.01861	-0.01787	0.001441
S_00384	indica	0.257998	0.041473	0.022489	0.016349	0.014158	-0.01027	-0.026364	0.008448	-0.009081	0.02489
S_00385	indica	0.146228	-0.043617	-0.008562	0.019339	0.015029	0.000456	0.00584	0.032295	-0.035253	0.014961
S_00386	indica	0.262079	0.051047	0.01605	-0.015478	-0.010781	0.013244	-0.011786	-0.003967	-0.030105	-0.023849
S_00387	indica	0.218568	-0.046276	-0.015175	-0.003756	0.006028	-0.005225	0.003452	0.00177	-0.00503	-0.000227
S_00388	indica	0.145355	-0.050761	-0.036741	-0.023329	-0.023741	-0.007978	0.022606	-0.000181	0.003009	-0.018849
S_00389	indica	0.215035	0.079616	-0.001745	-0.016495	-0.023317	0.005258	-0.018826	0.014268	-0.020246	-0.033122
S_00390	indica	0.226477	-0.09776	0.012123	0.020749	-0.011856	0.004166	0.027843	-0.009297	0.031969	-0.006571
S_00391	indica	0.142363	-0.015212	0.004503	0.022687	0.017728	0.00739	0.013124	0.003618	0.015842	-0.010374
S_00392	indica	0.133845	-0.008626	0.053783	0.016154	-0.014	0.027878	-0.03729	-0.005038	0.007948	-0.013465
S_00393	indica	0.162745	-0.031087	-0.01085	-0.015683	-0.021684	-0.031201	-0.019328	-0.002031	0.020127	-0.013268
S_00394	indica	0.126106	0.074257	-0.022865	0.001892	-0.018728	-0.014378	0.007731	0.009223	0.02542	0.013375
S_00395	indica	0.207139	0.016058	-0.020605	0.02421	0.010653	0.009796	0.01197	-0.029594	-0.022679	0.002646
S_00396	indica	0.2066	0.013119	0.002132	-0.00369	0.025156	0.006991	0.014933	0.023904	0.025279	0.006354
S_00397	indica	0.241063	-0.005217	0.02145	0.045612	-0.020898	-0.015055	0.031674	0.003723	-0.008598	-0.013883
S_00398	indica	0.253621	0.012248	0.040155	-0.001824	0.018032	0.033078	-0.028678	-0.021068	0.005428	-0.011451
S_00399	indica	0.172992	-0.060215	-0.002958	-0.01808	-0.025595	0.007704	0.002496	0.019577	0.010439	0.008479
S_00400	indica	0.242672	-0.075282	-0.009969	0.005497	0.018698	0.012931	-0.00424	-0.003726	0.004997	-0.023128
S_00401	indica	0.248348	0.024823	0.018581	0.019869	0.019958	-0.037681	0.004505	-0.028597	-0.019054	-0.002656
S_00402	indica	0.268194	-0.001352	0.004629	0.035712	0.00482	-0.018994	-0.027878	-0.017459	0.002238	-0.030813
S_00403	indica	0.224002	-0.002672	-0.0144	0.002083	0.01033	-0.012639	0.014656	-0.014334	0.01175	0.029153
S_00404	indica	0.217108	-0.096559	0.001774	0.001621	-0.017224	-0.02519	-0.007633	0.017367	0.016358	0.023998
S_00405	indica	0.195339	0.095567	-0.016923	0.008816	-0.004832	0.029828	0.000645	-0.020642	0.004837	-0.02244
S_00406	indica	0.146247	0.033964	-0.000406	0.017112	-0.017473	0.025936	-0.003506	-0.039147	-0.017914	-0.027949
S_00407	indica	0.111147	0.009289	0.007313	0.011816	-0.014746	0.010634	-0.029361	-0.009658	-0.003175	-0.011406
S_00408	indica	0.203961	-0.022349	0.009422	0.00607	0.019106	-0.009605	0.01303	0.00555	0.004862	0.002674
S_00409	indica	0.070049	0.092771	-0.018306	-0.015929	-0.006446	-0.0262	0.034918	-0.012394	-0.013676	-0.016594
S_00410	indica	0.223931	0.06182	0.005455	-0.015484	0.026456	0.005671	-0.014448	-0.00144	0.002627	0.004742
S_00411	indica	0.198096	-0.019581	0.037256	0.056674	0.00346	-0.018344	-0.021005	0.016263	-0.032481	-0.003636
S_00412	indica	0.221433	-0.010221	-0.008093	0.036755	0.015925	-0.009417	0.015665	-0.003679	-0.010325	-0.008152
S_00413	indica	0.268163	-0.05417	-0.001426	0.020401	0.006082	0.004808	-0.013306	0.046617	0.016366	-0.047371
S_00414	indica	0.275382	-0.097307	-0.027441	-0.013959	0.025157	-0.005448	0.004212	-0.0334	0.02151	-0.005345
S_00415	indica	0.121502	-0.001727	0.009797	0.0017	0.025828	0.011673	0.030044	-0.001096	0.002191	0.017284
